route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
366-203,Weekday-1,1041-36605-30300-2-4a91967f,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-31500-2-a8532b02,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-31500-2-d83f8725,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-31500-2-f506cbe8,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-32700-2-d83f8725,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-33300-2-a8532b02,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-33300-2-f506cbe8,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-33900-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-35100-2-a8532b02,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-35100-2-f506cbe8,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-36300-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-36900-2-f506cbe8,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-36900-2-f90b1bf5,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-38100-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-38700-2-f506cbe8,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-38700-2-f90b1bf5,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-39900-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-40500-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-40500-2-f90b1bf5,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-41700-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-42300-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-42300-2-f90b1bf5,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-43500-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-44100-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-44100-2-f90b1bf5,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-45300-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-45900-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-45900-2-f90b1bf5,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-47100-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-47700-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-47700-2-f90b1bf5,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-48900-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-49500-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-49500-2-f90b1bf5,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-50700-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-51300-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-51300-2-f90b1bf5,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-52500-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-53100-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-53100-2-f90b1bf5,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-53700-2-67ca69f9,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-54900-2-67ca69f9,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-54900-2-af976261,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-54900-2-f90b1bf5,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-56100-2-67ca69f9,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-56700-2-87358ff3,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-56700-2-f90b1bf5,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-57300-2-67ca69f9,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-58500-2-67ca69f9,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-58500-2-87358ff3,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-58500-2-f90b1bf5,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-59700-2-67ca69f9,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-60300-2-87358ff3,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-60300-2-93d89290,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-60900-2-67ca69f9,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-62100-2-67ca69f9,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-62100-2-87358ff3,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-62100-2-93d89290,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-63300-2-a1673d95,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-63900-2-87358ff3,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-63900-2-93d89290,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-64500-2-a1673d95,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-65700-2-67ca69f9,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-65700-2-87358ff3,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-65700-2-d2d4c6cb,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-66900-2-67ca69f9,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-67500-2-9cc8c4c7,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-67500-2-d2d4c6cb,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-68100-2-67ca69f9,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-69300-2-22460f00,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Sunday-1,1041-36605-69300-2-9cc8c4c7,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-69300-2-d2d4c6cb,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-71100-2-22460f00,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekend-1,1041-36605-71100-2-9cc8c4c7,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekend-1,1041-36605-72900-2-9cc8c4c7,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-74700-2-9cc8c4c7,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekend-1,1041-36605-76500-2-9cc8c4c7,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-78300-2-9cc8c4c7,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Saturday-1,1041-36605-80100-2-9cc8c4c7,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-81900-2-9cc8c4c7,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36605-85500-2-9cc8c4c7,Manurewa Interchange To Manukau Bus Station Via The Gardens,,0,,1041-36605-391dfd28,0,0
366-203,Weekday-1,1041-36606-21480-2-c47a4a83,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-23280-2-c47a4a83,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-24480-2-504cb206,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-25200-2-504cb206,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekend-1,1041-36606-25380-2-5b6d345b,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-26100-2-504cb206,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-27000-2-504cb206,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekend-1,1041-36606-27180-2-5b6d345b,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-28020-2-f4bf72ae,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekend-1,1041-36606-28980-2-5b6d345b,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-28980-2-f4bf72ae,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-30060-2-f4bf72ae,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekend-1,1041-36606-30780-2-5b6d345b,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-31260-2-f4bf72ae,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-32460-2-05d5e56b,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-32580-2-504cb206,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Sunday-1,1041-36606-32580-2-5b6d345b,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-34260-2-05d5e56b,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-34380-2-504cb206,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Sunday-1,1041-36606-34380-2-6e580929,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-36060-2-05d5e56b,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-36180-2-504cb206,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Sunday-1,1041-36606-36180-2-6e580929,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-37860-2-05d5e56b,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-37980-2-504cb206,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Sunday-1,1041-36606-37980-2-6e580929,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-39660-2-05d5e56b,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-39780-2-504cb206,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Sunday-1,1041-36606-39780-2-6e580929,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-41460-2-05d5e56b,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-41580-2-504cb206,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Sunday-1,1041-36606-41580-2-6e580929,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-43260-2-05d5e56b,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Sunday-1,1041-36606-43380-2-6e580929,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-43380-2-f4bf72ae,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-45060-2-05d5e56b,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekend-1,1041-36606-45180-2-86c552fd,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-46860-2-05d5e56b,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekend-1,1041-36606-46980-2-86c552fd,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-48660-2-05d5e56b,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekend-1,1041-36606-48780-2-86c552fd,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-50460-2-df3e3e07,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekend-1,1041-36606-50580-2-86c552fd,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-52260-2-df3e3e07,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-52380-2-86c552fd,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Sunday-1,1041-36606-52380-2-f720bcba,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-53280-2-df3e3e07,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-54180-2-86c552fd,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Sunday-1,1041-36606-54180-2-f720bcba,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-54480-2-b8dd9b63,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-55680-2-b8dd9b63,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-55980-2-86c552fd,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Sunday-1,1041-36606-55980-2-f720bcba,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-56880-2-b8dd9b63,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-57780-2-86c552fd,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Sunday-1,1041-36606-57780-2-f720bcba,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-58080-2-b8dd9b63,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-59280-2-b8dd9b63,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-59580-2-86c552fd,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Sunday-1,1041-36606-59580-2-f720bcba,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-60180-2-b8dd9b63,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-61080-2-b8dd9b63,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-61380-2-86c552fd,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Sunday-1,1041-36606-61380-2-c23aa1b4,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-61980-2-b8dd9b63,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-62880-2-b8dd9b63,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-63180-2-86c552fd,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Sunday-1,1041-36606-63180-2-c23aa1b4,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-64080-2-b8dd9b63,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-64980-2-86c552fd,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Sunday-1,1041-36606-64980-2-c23aa1b4,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-65280-2-b8dd9b63,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-66780-2-86c552fd,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Sunday-1,1041-36606-66780-2-c23aa1b4,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-67080-2-d3af6ff1,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-68580-2-56e0fd2f,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Sunday-1,1041-36606-68580-2-c23aa1b4,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-68880-2-d3af6ff1,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-70680-2-d3af6ff1,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-70980-2-56e0fd2f,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Sunday-1,1041-36606-70980-2-c23aa1b4,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-72480-2-d2dfe96c,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-74580-2-56e0fd2f,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Sunday-1,1041-36606-74580-2-968e9ffa,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-76680-2-968e9ffa,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekend-1,1041-36606-77580-2-968e9ffa,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-80280-2-968e9ffa,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekend-1,1041-36606-81180-2-968e9ffa,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Weekday-1,1041-36606-83880-2-968e9ffa,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
366-203,Saturday-1,1041-36606-84780-2-968e9ffa,Manukau Bus Station To Manurewa Via The Gardens,,1,,1041-36606-37de9be4,0,0
372-203,Weekday-1,1045-37202-18900-2-4fee53d7,Papakura Shops To Keri Hill Loop,,1,,1045-37202-daf47894,0,0
372-203,Saturday-1,1045-37202-19440-2-4fee53d7,Papakura Shops To Keri Hill Loop,,1,,1045-37202-daf47894,0,0
372-203,Weekday-1,1045-37202-20700-2-4fee53d7,Papakura Shops To Keri Hill Loop,,1,,1045-37202-daf47894,0,0
372-203,Saturday-1,1045-37202-21240-2-4fee53d7,Papakura Shops To Keri Hill Loop,,1,,1045-37202-daf47894,0,0
372-203,Weekday-1,1045-37202-22500-2-4fee53d7,Papakura Shops To Keri Hill Loop,,1,,1045-37202-daf47894,0,0
372-203,Weekend-1,1045-37202-23040-2-4fee53d7,Papakura Shops To Keri Hill Loop,,1,,1045-37202-daf47894,0,0
372-203,Weekday-1,1045-37202-24300-2-4fee53d7,Papakura Shops To Keri Hill Loop,,1,,1045-37202-daf47894,0,0
372-203,Weekend-1,1045-37202-24840-2-4fee53d7,Papakura Shops To Keri Hill Loop,,1,,1045-37202-daf47894,0,0
372-203,Weekday-1,1045-37202-25800-2-f3597581,Papakura Shops To Keri Hill Loop,,1,,1045-37202-daf47894,0,0
372-203,Sunday-1,1045-37202-26640-2-4fee53d7,Papakura Shops To Keri Hill Loop,,1,,1045-37202-daf47894,0,0
372-203,Saturday-1,1045-37202-26640-2-9a3eb698,Papakura Shops To Keri Hill Loop,,1,,1045-37202-daf47894,0,0
372-203,Weekday-1,1045-37202-27000-2-f3597581,Papakura Shops To Keri Hill Loop,,1,,1045-37202-daf47894,0,0
372-203,Sunday-1,1045-37202-28440-2-4fee53d7,Papakura Shops To Keri Hill Loop,,1,,1045-37202-daf47894,0,0
372-203,Saturday-1,1045-37202-28440-2-9a3eb698,Papakura Shops To Keri Hill Loop,,1,,1045-37202-daf47894,0,0
372-203,Weekday-1,1045-37202-28440-2-f3597581,Papakura Shops To Keri Hill Loop,,1,,1045-37202-daf47894,0,0
372-203,Weekday-1,1045-37202-29400-2-f3597581,Papakura Shops To Keri Hill Loop,,1,,1045-37202-daf47894,0,0
376-203,Weekday-1,1048-37604-37920-2-5cba6a54,Papakura Shops To Auranga Dr Via Drury,,1,,1048-37604-61301848,0,0
372-203,Weekend-1,1045-37202-30240-2-9a3eb698,Papakura Shops To Keri Hill Loop,,1,,1045-37202-daf47894,0,0
372-203,Weekday-1,1045-37202-30600-2-f3597581,Papakura Shops To Keri Hill Loop,,1,,1045-37202-daf47894,0,0
372-203,Weekday-1,1045-37202-32040-2-1614a9b6,Papakura Shops To Keri Hill Loop,,1,,1045-37202-daf47894,0,0
